"order_id","order_item_id","product_id","seller_id","shipping_limit_date","price","freight_value"
00e7ee1b050b8499577073aeb2a297a1,1,41d3672d4792049fa1779bb35283ed13,"c0f3eea2e14555b6faeea3dd58c1b1c3",2017-05-22 15:22:12,124.99,21.88
"29150127e6685892b6eab3eec79f59c7",1,"37cc742be07708b53a98702e77a21a02",1b938a7ec6ac5061a66a3766e0e75f90,2018-01-18 20:58:32,289.00,46.48

